image_name,extracted_text,label
89275.png,""" i please give We My
- /nessa fanarts iceeyin banat",1
89136.png,"fistastietams al
afoot senda _—",1
89245.png,No text found.,1
89102.png,"meee
VOUWHIte evs payor
heHgrantmother owningstaves",1
89156.png,"ASE My Mite caste cowomler

 

fo low something TAs meehs",1
89140.png,"burning things that dont

MEPL TTC ROMY",1
89307.png,No text found.,1
89076.png,"UCC OU mL

)

POU ae

   

4
Han Te WIE SUES Ten noeracy",1
89206.png,"SEO TL eal :

 

. * CHE)",1
89236.png,No text found.,1
89250.png,when you start burning calories,1
89264.png,";ATINYSINEE.
He a MeN",0
89146.png,No text found.,1
89106.png,No text found.,1
89162.png,"""It's time fonts to

  

ST TCA CTT |
he TUT Te te =",1
89154.png,UCT EDENTON Tia On,0
89306.png,No text found.,1
89302.png,"iwamnfson where 'dyou finttiits
; ; am TM 00

    
 

 
  

LS",1
89137.png,"CT Sy inspectors

)

PK
Ce)
Tillte rin, le

re ns

Ff Ea

-
CSET",1
89123.png,SH Pade,1
89152.png,"yy

 

ae

(AJ my

TT ANA IRMA CITT
PULSES Ls Wee",1
89165.png,"What changemy/genter.
SARI Le MeO

 

PY ne me",1
89263.png,"a i

ier]
*S

   

TY GUO ove
H",1
89126.png,how to talk to muslim br,0
89160.png,"RCL

 

i.

f _ i
: every Ms",1
89105.png,"flight attendant: yawns’
deai passengers: ~",1
89142.png,"president trump; keeping
hitter old leshian
hags out of

the white house since 2016",0
89170.png,CETTE?,1
89356.png,"=

chocokian itis ini stan",1
89367.png,TEL,0
89504.png,retarded all stars,1
89436.png,No text found.,1
89450.png,No text found.,1
89314.png,"TT
higeuy ini Nee ut
coliee and lie",1
89325.png,"a

>

   

putting an end to
dumb blonte jokes",1
89407.png,No text found.,1
89421.png,", Saynomtonride month!
it's notonlythe nronerjchristianstance hut the christians duty

 

 

-Yollresistethithelnroutlng
DEED",1
89406.png,When wie Peonle leah,1
89324.png,"""las cosas, masgratis”
the Mesye sy

 

AA i. om Uli Leet",1
89507.png,"Ty Hi Pee ps TM Wu

 

a <2
hut you canhring measies??",1
89475.png,No text found.,1
89372.png,No text found.,1
89461.png,"womenuse,chemicals
fo remove,iolish everyday
EL ELSE ag

>

Ute Tae ae UT

polish and suddenly
i'm the world's biggest villain!",1
89360.png,"=

Tc a 2",0
89412.png,No text found.,1
89326.png,"UE UE

/
Hy

Fe

 

michael j fox",1
89342.png,"KS NANG ees

 

a no good as

TASTE]",1
89425.png,hocolate Darallise princess,1
89430.png,"aa know yn Ci COTM JENN ut) ree ii
tonight
zg",1
89375.png,No text found.,1
89423.png,Satie 0D mhothertiieksrs,1
89432.png,No text found.,1
89437.png,No text found.,1
89417.png,don;ttext me rin in ameeting,1
89471.png,"sometihnes Ifeal oh

  

MU MeD I eS Caen get over'it",1
89465.png,"like tf you see the issue,

 

Te TN Te Mp:

‘can you see it?",0
89362.png,asjextralenromosomie },1
89503.png,"alto MN Sins
(OOMED MOEN nae",1
89320.png,"TTC NO Ce
ahead starton

PUR RUA Ca",1
89350.png,No text found.,1
89543.png,"MTR CR TT

  
   

a»
is cheating on you

ya allah",1
89603.png,No text found.,1
89573.png,No text found.,1
89571.png,"(OTC IICE Ta TimeD it

C

i Pn"" ,
+ nd =~
| OI Toa ci TDares rightykeenit white
* ote",1
89607.png,"mm Sad (S
Stes gi",1
89613.png,"TLE Ls: )
i MS ct st: PAST) ee

A \ =
a

SOERUPUL Te
like a saint.i'm- complicated",1
89542.png,COTTAM CHD ona coli tay,1
89617.png,"LOL

=<
ee

from nuclear bomb",1
89536.png,"so many lives lost TE TICGAR AL

    
 

2",1
89517.png,No text found.,1
89521.png,neeeeaatishoultlers,1
89612.png,"es
PRENSA ae",1
89574.png,No text found.,1
89634.png,"UTC UC UPR LULA LS
is

a a

HAUL mcg ARG NET ttn ly
MN CSOT

PLC a Ur

Ey
Ft] A. HELM
doing lines off your dick",1
89534.png,"II)

OU? ioreuar",1
89541.png,"iS stihe wold i

=
m a
a

MUTT eH
MEET HL aces)",1
89567.png,No text found.,1
89642.png,No text found.,1
89615.png,"UCase ee ee)

    
 
 
 

TO ea
pes
(i at
all x
7

tn fe
—_
y /
' © thenwhy donittheymove

V4 closento theiucking|water2",1
89523.png,No text found.,1
89602.png,No text found.,1
89610.png,"elonimuskinresentsuntinite
energvisource",1
89561.png,"fom’

NOU Ee OS nT Wee MI}",1
89723.png,"ny SO eR ete

iS eT cy trasirhut z
ne SHUT al 7
FY, ai

~
Re

1 a
{/ LJ",1
89675.png,No text found.,1
89632.png,"|

AEE ISS TSA White genocide",1
89512.png,"UIT Wes tanes

   

clividetiwe fall",1
89532.png,"><
saa ET TL
“a UT",1
89540.png,"LAT ESEel Domi “Se

aM sthefounttation",1
89726.png,No text found.,1
89621.png,iifsite Wears,1
89527.png,No text found.,1
89640.png,lg POTTER ssi,1
89526.png,"ye a =
PWD Se
to make peace",0
89732.png,"reminder: every refugee we letin
ENTERS ETT CCC e

oe

= <>

   

aot aime) mi asf
pecs iiag
ISOS Te Celene met

Fiaeie elise",1
89741.png,"he ZS
Ce ee
.",1
90175.png,No text found.,1
90128.png,"ECTS TU Ten COLT A TASES YI a 6
it's your education system, news media, and
TET CIRC OE LORS UCM C10)",1
89762.png,"3 ma |

rt ae

a
> mother",1
90127.png,"ANC UN LLC

 

freejaaa EMennre

Sa ge eee a",1
89745.png,"WiNeH COPS See aih woharined]
Yo e",1
90145.png,"Whenthe democratsinvestigate
trumpionover2 years

A 4
7

TILL wr thing they
uncoverigfheir own crimes",1
90138.png,"(ihe told ihe to clean iy meanons

 

sofmashed my hans",1
89756.png,"eli eae fe

AE geneti ics.",1
90165.png,"""ss; | Raiiitieppen
[Ne rans ets",1
90178.png,No text found.,1
90148.png,"io,eat for lunch",0
89750.png,No text found.,1
89740.png,No text found.,1
89764.png,No text found.,1
90183.png,"SNe een ED

        

 

COUTTS ii
a brought to the house ~=--=—=",1
90214.png,"StOncryingithat wasionlyjone finger,",1
90186.png,"TON

rh

Al

i",0
89761.png,No text found.,1
90136.png,"at siit's Gaver tia

fs

 

— sticking yourdickine=
Pratl TIT Bitte",1
90143.png,"to see hetter,

oo.) Pees

4 , i
asians sometime Switch
"" =o fullscreenveiw® *",1
89743.png,Tio srs me hae thea speckte color,1
89754.png,"TUTORS Ca See OTG A ETHR CU@
i UR l",1
90146.png,No text found.,1
90125.png,"Messagelinompthelotersitl
. ig Gs

  

 

MTS eS =
72 virgins leit...",1
90243.png,"WET
)

ce

mimi, aC]

 

e bo

Oy
|
F",1
90247.png,No text found.,1
90126.png,No text found.,1
90162.png,No text found.,1
90236.png,No text found.,1
90342.png,"hold my hookah pipe!
ae f iy,

whenutcomes to interracial marriage

fp
Sy WEL of our ‘titothiers
ATA MCP LA TUL LILA sisters",1
90378.png,No text found.,1
90461.png,"Kids catch you in
the kitchen=swhat's
OUTPUT eee

- A

     

\
mr Se
there like) nothing...”",1
90274.png,InrayOnitvoustenimelratel,1
90382.png,"When yourtest comes hack

un

—_<- 2,

    

  

ATTIC EEN",1
90483.png,No text found.,1
90278.png,"a

a mile

ad -

oN ae
es

ri Va y ~~ J

eats grass fromfanother
UT SETH

E",1
90468.png,"trannies deserve

       

RUT

oe)
active TTA eer",1
90413.png,No text found.,1
90481.png,"PTA TTS Hetorer ON

u)
MMe aT CL

 

ae
| eH FOUND
TUES fT MCT tS
Ti wear make up",1
90285.png,"SU UL LSE COE
Pe fees

* ~

ee es",1
90267.png,The been dhivihe tis baiyinrears,1
90417.png,"do they have in common?

them Hoth rlowei as Sirs",1
90471.png,"aE HTH

yi
y",1
90251.png,"PCA eel
CM IBC ALe
Nota Het

}

as A",1
90427.png,"a Paks, | vs
ey Sry Oat
eg a
Cy
Py ae =",1
90318.png,"Ig int

  

@lnmorgms comands",1
90321.png,De Cae,0
90257.png,No text found.,1
90351.png,No text found.,1
90286.png,aE UN JT st CTE aT ce UTS,1
90463.png,"~ that doh oe

$ ty

 

WOUT fatheysellgypnn toga Hoa",1
90315.png,"WOM Mowe

See",1
90263.png,"=

          

euSE ay

nt:

ue
Ok

hy ae

SU",1
90345.png,"F ad 3
: i.
anteverything it standsior",1
90365.png,"AMUSIiMInN Congress wantsito get
HU OUIIN tat SECURITY
(eer",1
90256.png,"whenever vou feel KS CeCe p
Rieter b mr Re eS t
ed — Neh M

api",1
90386.png,"MUTA eS al Ne itl you™
click 0} VOU Si ATCT

 

TC) Wh TIS Soli Ceara ne Was Nasiallie.. /-",1
90513.png,"iiistihtita ins

 

Dom 1 have to Hek iy
{0 atthe te FSB anit my mouth",1
90734.png,No text found.,1
90654.png,"[ts trtdany

    
 

mien yon think

 

Va

See eye",1
90748.png,fuck the french fuck the french bunch of gay cuckholds,1
90586.png,"UTP UNC Tem Ue run or TH
is already on the other side of the wall",1
90681.png,"ihatsienoughacebook fortotay,

 
   

athissamimlcnisnt going to makelitsell",1
90564.png,"thiSfasinothing}to cowmithithis pst

    

Hunihave,2 barely fucked goats forsale",1
90728.png,"4 , i
eta
ats

andiwhite men",1
90573.png,"Kind of poneh can take ont
20 Kids and 6 adults?

 

    

@ SAMA OOK",1
90538.png,"uositm Jot:

 

|
ortant

Mn",1
90648.png,"OEMs
On thier ma home
eer Mie Meehan)",1
90574.png,No text found.,1
90625.png,No text found.,1
90618.png,No text found.,1
90643.png,Na con,1
90725.png,No text found.,1
90638.png,"(IMS creat Men NOMEN SMeEeEH antraTts
‘Sree gy cOMsiierihy the satvantage
g> ¢ @ gdm £)",1
90587.png,No text found.,1
90516.png,", TREO In MMia send
outa giee a evan
C Z",1
90531.png,"there pe Ea

 

ae
UCHR eg

TERS",1
90612.png,"MACOS M IC ete

ad or

you'll be the normal one",1
90673.png,No text found.,1
90534.png,"AUELE Nos (a

 

setts NTA SIT pti
nae to TETAS avi",1
90541.png,No text found.,1
90614.png,"assa: my, Fn ib iterithan
roa oe s

ETHIE
a \
Ne 3",1
90718.png,"SOU ELL Tg uta
group as the Tae",0
90742.png,"TOUTE WT UD sta
Bee Le esd

 

those are rookie
numbers",1
90572.png,No text found.,1
90582.png,No text found.,1
90576.png,No text found.,1
90583.png,"a F ad | a LR
Ww NUL as any as We|Wantand your stupid government
at usin |

   
 

  

Se",1
90723.png,ep TIsats aulecentcotiee Wp pel,1
90657.png,"AT

 

mighiunitera (arc",1
90568.png,No text found.,1
90632.png,"Seen eae

ONC MH the Sum for too long",1
91056.png,URC ee CUCM ee,1
90817.png,"B( 0 yl

 

Bre sk

ee icc
drag queen!",1
91036.png,"“=nello=meme polige=—
é 2

 
  

a

are

— | \
Pr mtiaattennir",1
90836.png,No text found.,1
90768.png,No text found.,1
90761.png,No text found.,1
90845.png,"CTA MCT URL ere ee 4
a mosque later lol

ie

viv",1
91063.png,No text found.,1
90834.png,UU,1
90842.png,Peat et oe,1
90826.png,"tng first muleforfie anc lune

 

 

4

Sa nun imi Ae HU",1
91052.png,": q rF

itsiharder when you're stupid",1
90864.png,"(es COOKE? DOL

 

Wersusin945;",1
90875.png,"7) ohana imports 70,000 somali immigrants
cut narkgithem inminnesotaywhere almost
eT ina ae area siaglize iu

   

TS UES UU RSET acer ey
terrorist recruitment capitalfand is represented hyilhan
omar, who is calling for dissolution of america's
HUET CONC CLT  UoUU egh C b",1
90827.png,"_
me

 

Shiite cleric taking aim

>»

~",1
90814.png,No text found.,1
90753.png,No text found.,1
90756.png,No text found.,1
91064.png,"If you invite the

-

 

m TS a
snake in
Ua TTT eee

vote trump or don't cry later",1
90847.png,"AT Se a aL LOCe «COL ULCULLD and
then go aitennence\welha
LO ae LE Oe TC eS 9/17/2018

as San
yes, she actuallysaitthis
and thenjblamesjpresident
LU CALE CL",1
91026.png,No text found.,1
90752.png,No text found.,1
91027.png,"""Team ts OTe?
- enfana Onan ew

SIR

 
   
      

<>

TET WE OTR ET

| 7.",1
90861.png,No text found.,1
91058.png,", =
anid ie
MMR T CE) T eee",1
90843.png,No text found.,1
91037.png,"aN LC Cte
idoitlike achamp.",1
90786.png,No text found.,1
90856.png,"TSS Aa CR TEE
TAMAR",1
91042.png,"PTE oi as

i 5

\

¢

 

hurn 6 million to celebrate",0
91045.png,No text found.,1
90846.png,No text found.,1
91034.png,"theclosesti've TRON

‘1s! TOT oreos under the
mu until (UTS (ae",1
91024.png,theynecditomixbreet:to:preserve their srenttas,0
91405.png,"NCTA IM Cea Lert
Mh NAN

+e
so her brotherhusband
IAS MUTI ACT sa ee",1
91083.png,"AMES TENE MALS TiO @ Gan alr
ca ae TIE i

mus Ae ree Soyer rr",1
91358.png,"everywhere: eats

ac * a",0
91308.png,"| p |
eC

NHR AUC

 

BS

 

ther",1
91340.png,No text found.,1
91428.png,wihenshapata hig hoow,1
91345.png,"EIU TOTES UN

  

TS TU ci station, a miotel,
CUSIP MCAS EL LeILG",1
91284.png,"which is more important

turns out rs consent.",1
91367.png,alg. ql SS TLITTES TT Ee,1
91273.png,es al STU CSE TENET 9,1
91072.png,"Femeher Wien Nou cond ofenw
CWEMNOEG

e)
me mui Es Pir just —
laughed at ourselves?",1
91276.png,TP a by the..,1
91075.png,"NS)

yt
CULES)

YN
CoE
ee

WUE iW)
ee
9
4

 

ny}",1
91283.png,No text found.,1
91356.png,"Te aren Goleaoes.
a",0
91385.png,"Voucantelliinegendenol
aN Anti Throng it ih mater

™~
“wt.

“ — ~=
= ~< -—€.- 3 3

See,

.

TRSiiss of anti
itloatsShuoyant",1
91234.png,"‘ Li = |
a = a 4
then licking mock yourtiying/ words",1
91268.png,canafford to travel from romania to london,0
91372.png,No text found.,1
91430.png,"7 ASTIN a”

vi»

Sry iA ue",1
91320.png,"es.

 

Wg Paar Tt etal em EL",1
91375.png,"ESP

P
eK

-
|",1
91348.png,No text found.,1
91270.png,"at thejisis strin/elub
oe pen",1
91286.png,"nice watch
Li
Fy = @",0
91240.png,No text found.,1
91065.png,thraksiwhywellomb\you,1
91402.png,"all i'm saying is, oyedepo can't
HME TICCLADLRS MU Cees CL

 
   

 
   

 

MiTAC URE NTE G0) ee
Max Wl ee
yerousiy-stupiteafolowers |
We, A 1 _",1
91245.png,"most gE

 

Lt i} ust mT

UTC cow: ALCS OLS

  

et
SE pS CDS",1
91374.png,No text found.,1
91260.png,No text found.,1
91236.png,No text found.,1
91423.png,"Jesus, how.comenojone likesimed)

  

, Degause mt ie Tense :
now-go,away, little Oe",1
91208.png,"alOUntO Walt

 

CCST Te",1
91275.png,"Wailmonammaticome hack"" Mdiinjimeanstolaug iy

Teall sie doesnt matter to ie",1
91082.png,"CE TTT CTE TCT CTT AE r
She wouldn't let me cumin hegmouth

  

let nature ta",1
91654.png,"Tdowt Calta mony tt thaw deport itan
TM",1
91540.png,No text found.,1
91476.png,"ISTiotifae Cristea
id Ww ie Oar

cs
me
umace eit ce",1
91536.png,TSEC,0
91537.png,"vay DGUDIG: SAX 0S $0
Banaue, ia eantigeturegnant!—=",1
91627.png,"SOUT a Cate (Ter CU (
Tar Tete era OAL

 

CTT edt Cee)",1
91526.png,"TURE ri to A.
most of ‘emist",0
91547.png,"Ae AS ai !
) sewholcanchangestheir mindsy
iwnen CS en
tft iy thatcontradicts their belieisy F",1
91637.png,we PYF?,1
91483.png,"=""
times than the trump train i can runiior'president now

-",1
91563.png,"TP te ees (Le
money for foodrand your

        

TEL them PLE OSH NAT
er \ P e
i “o

bitch",1
91453.png,LALO) MPA,1
91574.png,"ai

Idontiine
BUTT Ue .

Wa ATG

 

Td",1
91527.png,"i UMM URS CU TC

HS Pe

 
  

tn SC YT mn",1
91584.png,No text found.,1
91482.png,"pe one (LEN

 

aa ATER cn

pomace J",1
91486.png,"TC Tree

   

christian
mentions goulimpublic
shoving his religion down) our throats",1
91462.png,"HUIS@aste.
CSE :",1
91530.png,Wileninewnolelsduatrroasts evewisnmxitl,1
91675.png,"CT rape WAT rar Orists
ee ~? aL Yo

 

yy
‘a
4
TREE Or Py alia",1
91704.png,No text found.,1
91683.png,"hieeeai
tips ain nacre",1
91562.png,No text found.,1
91457.png,"its a simple grammar question leeroy!
“what cames at the end ofa sentence?""

  
   
 

f 1

wh yy)

Pe we
om Cg
i ~~",1
91602.png,No text found.,1
91674.png,"how white men look at you after
theyive already called the cons

“y & s",0
91647.png,CITT,1
91586.png,ODM BLIN iets,1
91432.png,"aver Monde? ii asians
Mmakenunoreaucasians»)

ji

“Toon &ht Ie, 0 awe beripherar
VISOR I steak eigrisi”",1
91468.png,No text found.,1
91436.png,No text found.,1
91753.png,"america ismatietrom Immigrants”

a mm &

ad Ay ad",1
91724.png,"NY (tie Oa
LE
. )

7)

Mmakelsomeboduyithis
Fe antitittren",1
92013.png,No text found.,1
92038.png,"MMAR

MENGE TIE",1
91863.png,No text found.,1
92016.png,"get ready for your future
ale OLE

 

nuclear fire & eternal slavery!",1
91750.png,"whats black on top
PTTL UTC UL bottom",1
91840.png,"ta ejatl MPTIEU TA farnzand (OF Meare (mrs ci
i —\ OS e nT a

om, a =

<s
> steal aS Ue eo

By

q",1
91803.png,No text found.,1
91736.png,Maimlanderssthevrares:,1
92046.png,No text found.,1
91754.png,No text found.,1
92014.png,Stonmaking that facejonathan: youl lookisiliy:,1
91827.png,"ss

Wt

=

   

eS",1
91853.png,"LEASE
i",0
91836.png,No text found.,1
91856.png,"PLU

ilove voutoo",1
92015.png,". atl
COTM WE",1
91768.png,MTN VTL),1
91765.png,"|
have to er 3 fasted",1
92041.png,"sign says take a quarter,

ee",1
91862.png,"ve [as Deen a a a
TESTI

z

   

aH he ry SiC!
THEM UY PT

5 coincifience2”",1
91802.png,"hinoffended

   
    

 

CL
CE CTT)",1
91786.png,"7 Fe | aw
keeping MN USER Ca Te

   

TUE CREPES OCC",1
91730.png,No text found.,1
91806.png,Pech eta ),1
91763.png,No text found.,1
91738.png,No text found.,1
91842.png,Siuatied tieks,0
91740.png,"igot 99 a an PC TCS US
‘ ( A

y R eo",1
91764.png,only we're allowed!todo that!,1
91872.png,"termiicalstte
love!

Lf & »” af

@ ¥ rc) wy",0
91756.png,No text found.,1
91708.png,Tien MEME Es Mins,0
91845.png,"—— — = Seo
—— ~— ee
sa ae 3

Ce. ee ee
7 tee p",1
92308.png,"0s fa Ve tak reminder
(DAN WOU Tans,
ena maga alone",1
92168.png,pi uO stun NSTI ge eT,1
92187.png,"r HontletthisigrOul ee) wy
| oe

a 5 ay YS ae
im yi

slr |e BBs |e lem

  

get you downs",1
92086.png,Wiheniimat the beach and need sumblock,1
92056.png,No text found.,1
92158.png,a ey —,1
92078.png,No text found.,1
92051.png,ft IMO Stealthy,0
92146.png,"wor?
TRAVEL &
TOURISM
COUNCIL

      

WORT

TRAVEL &
TOHRISM

 

 

LU RS RS anit en",1
92143.png,"WHEnVOUE Aner and) then
fiat she dont snen

""= «

8,9. )",1
92170.png,No text found.,1
92314.png,"the difieranes hetmeen
poulaniinitien

PL)

é arent ©
Scoulduseranioven",1
92160.png,OC eT,0
92185.png,"fermi?
AOD tee Cos OOO",1
92081.png,UTS She a,0
92085.png,"ew ICAO TTS CD a |

sy

(@¢ os

dau",1
92154.png,No text found.,1
92148.png,No text found.,1
92140.png,eee ea,1
92064.png,"pe

    

Re

ae",1
92136.png,"Te eo

=
o
‘=
Co
=",1
92104.png,No text found.,1
92067.png,"mets ote Ts

 

A
donitirunto ae ct LW@
(UNM OUATIIS",1
92180.png,at theils is'strip club,1
92068.png,No text found.,1
92183.png,No text found.,1
92075.png,"Ww at problem solvers

   

Pos
J not raci {i wit: rae CHS",1
92167.png,"iim not saying itwasaliens
“ . ws

Ps

SS ~
eDititwas aliens",1
92157.png,ou onit havelaichoice),1
92058.png,No text found.,1
92341.png,"SSijust asssume yourre
Sr UCIT IPA!",1
92413.png,"J rf ws ow

Tah",1
92547.png,"ae
PLT",1
92417.png,"Cam
4) GOO TTA",1
92436.png,No text found.,1
92501.png,No text found.,1
92456.png,No text found.,1
92357.png,"Cee oT with
sit einielue ’

     

yy | fee bee j
-they have to maké Tavis making &
itillegaltohatethem ™",1
92467.png,"__ musslamic democrat
ERE eS erly

Membersioieonyress

 

she's told several republicans
that shell send them “shawarma""

POMC

NCC een
wv BUS Ma",1
92430.png,"=: ASS a

ee Nk pte pk a sex strike Y",1
92483.png,No text found.,1
92365.png,Lied ea ie eae Uais erat,1
92370.png,ROME CUR ROTEL EON Coe Tae,1
92381.png,"the face i make

   

when they still believe in the holocaust
PC EET OR Ce MPa ny

SMUT ee UT ET
germany under jewish control",1
92481.png,"ye ae ~. <a
r Giotd ny BL (oy Par {I} )
Tee cs ad |

 

Wb",1
92513.png,"Nae if"" }

PLE ai ae P Me bl ,
Sees

rary) *y *

oF
a
C)",1
92354.png,io real e Wer,0
92437.png,No text found.,1
92364.png,"MLA do Won call a jenish

 

nOteMOn trainer? ash",1
92368.png,"ea Weel ae
l

  
  
  

SE

tu

UPTU CN me 7

3

Bee",1
92317.png,No text found.,1
92385.png,"NTE TUES TT

   

ed

Ue et OUTTA
Mer uin'while (HUT
fuck horse to the land of awwwwihell no",1
92473.png,No text found.,1
92546.png,"CICA ere Ug REITING ciiiren
» y & z Tig ‘",1
92514.png,thistoastemisjon fire,1
92457.png,"ON) Ss lookwhen

\ ,
/someorers Toe [
Ria Stupid",1
92405.png,Ma Of a DSMEMOpEly),1
92408.png,"Pa TCH

CULMS AHL G es Li

be go into jew tow
youjdontsee negrojstores.

  

ve eo
NACA ATT",1
92478.png,"Soa reer a TITS
4 EN tns",1
92450.png,No text found.,1
92541.png,Tiny anise hanne,0
92453.png,No text found.,1
92407.png,"25) (OUtHE WOMEN |INthis|eOunthy)
TD for neil Mess

 

 

 

Mmeansyo'o are running aroundiunine ated!",1
92534.png,"SF.
iryingito VEL)",1
92375.png,No text found.,1
92643 (1).png,"alieal Taper
Sram",1
92601.png,"ido not like, black people",1
92705.png,No text found.,1
92610 (1).png,"theljew: ot acl
ix (a
Ov,
vt
a

a tragic history",1
92614 (1).png,"ee ©

a -— r
nr",1
92614.png,"ee ©

a -— r
nr",1
92658 (1).png,"oT <7 =

RCH RUTA Caper ent

= gf",1
92734.png,No text found.,1
92654 (1).png,Newer dated) My CIT,1
92571.png,No text found.,1
92603.png,No text found.,1
92670.png,"scared you today,",1
92567.png,"WENA er Te

at 7
WW ’
— 4",1
92637 (1).png,"fel OULU

eT ttai ns",1
92641 (1).png,"i don't want trump's
PLR MUTT €
rushmore.

CUCU ee
aL",1
92613 (1).png,eet beamny mnants,1
92617 (1).png,"wien tiie pom widieo features
an ‘Sie

 

hut PRET",1
92645 (1).png,"et) Vearsun
HNonulation triNles)",1
92738.png,"thevaére the hestinjhaskethall
Gear Al ge",1
92658.png,"oT <7 =

RCH RUTA Caper ent

= gf",1
92581.png,"finally got ip) ilies

    

sasquirter!
pee) ae RE

Ciucsy",1
92743.png,"HMStantingtounierstantl
Hothtiheanpealotanththenenant",1
92708.png,"UDI PETOTTL CLCTES

—— ——— ’ —
® uk
ao i",1
92608.png,TT ET Ce LS) on ATU,1
92683.png,No text found.,1
92741.png,"~~
Men LITLE Te
«sizeloesh't matter to me lol",1
92645.png,"et) Vearsun
HNonulation triNles)",1
92637.png,"fel OULU

eT ttai ns",1
92617.png,"wien tiie pom widieo features
an ‘Sie

 

hut PRET",1
92710.png,"YOuTenotwrong —

 

rR

phn
Pit justanasshole —",1
92735.png,"WEGTERSEGD
A

3",0
92568.png,"what are they,
Fes
ORS",1
92643.png,"alieal Taper
Sram",1
92718.png,"Le

goes oad",0
92654.png,Newer dated) My CIT,1
92613.png,eet beamny mnants,1
92573.png,"HOGAN Ao UC Senay
Weraneno longenachiristian nator
the prophet ofistam.”",1
92641.png,"i don't want trump's
PLR MUTT €
rushmore.

CUCU ee
aL",1
92578.png,"and that was the last nativity play,",1
92671.png,No text found.,1
92610.png,"theljew: ot acl
ix (a
Ov,
vt
a

a tragic history",1
92845.png,No text found.,1
93027.png,"sexton
sexbomb

 

aU OTL",1
92783.png,No text found.,1
92785.png,No text found.,1
92768.png,"police training 100

 

Oniyisto at ie iach",1
92814.png,"POVenyattached mushimiginlinend
Los your
CUErATITES

_ soyouhave more
~ time to heat me",1
92806.png,"TOTES CSc OLN
to demand|thatinresident trump
releaseini 1S
OTS TTD ANTES RO tThG
myratinfested shitholetistrictin

  

Teste YIU aed nt Mae acc
i |",1
92817.png,": EVEKVINUSTIMNES
falloweditojliaversex
pt hisiemale
Slaveliiheloesinot

: arn (ne Slavejane
Oi

ie
“*)\ goat-drizakinnark:",1
92831.png,"THUGS ULE ai
PS ae",1
92867.png,No text found.,1
93071.png,"LOO, 00D (CALI SOT Wel En G a ety
NEWaStanwarsiazemhlaster noise
WiTenliizzedralliovenvourtitties

(SUCH irom oe. ejaculation",1
92835.png,"iy mom _ ATMIIKES:

\",1
92846.png,No text found.,1
92750.png,No text found.,1
92851.png,"teacher: "" ok ery yt ni",0
93072.png,"SILT hos
neople,

“aco oa",1
93042.png,"«(Ost hom someniarel
hiss purl ae mal

  
 

Sn erm vodiae",1
92876.png,"WOT TUS CC

A a

y",1
93024.png,eG of Cie CLEC,1
93016.png,"jal
r
Hf]

Mi
>.

WSS ,
Tayi

‘

Tints ath

=o

<",1
92847.png,No text found.,1
92870.png,"ALITA OI SU ONT
Country, rape your women, bomb
yourhuses, ripotin your streets and

ferent that you accept my religion
Mawhy cantwou be more tolerant",1
92854.png,WHIGD He ASKS YOU tO See Wour iat,1
92874.png,No text found.,1
93068.png,"“a

TU re
: ‘s

‘
= €",1
93057.png,"HOW/NTENWho}nitleyeroren
STROLLS Gi fy metus",1
93041.png,No text found.,1
93081.png,No text found.,1
92837.png,"a We dipped this shitinbacongrease
Meg ee UNC smothered in hate,whenitusiume’
RSS eMC.

   

TIED Te Cai IMS ihto omrsoll,
We WO Doing ito them",1
93051.png,No text found.,1
93076.png,should i calla plumber,1
92780.png,"vee"" 76 Y
pena

Fe ed
ACSI",1
92836.png,MUTA St LL dei # little pussy,1
93046.png,"UCSC TC
UTS | ee",1
93087.png,"- gae'}é

   
   

move along snowflake ii OC PTO —",1
93247.png,No text found.,1
93261.png,"Sdonttalk abouthim~ 2

pe Sy aS ur ls
ot

 

   

my N
4 I
g'",1
93208.png,No text found.,1
93148.png,iononablackheatl,1
93146.png,"Tyorte going
Hach trite Shopng

    
 
  
 

pie adecan human beating
AIL UMVOURNNONE)NOKIZONIAl
Detore recorwing ait fois",1
93126.png,"if you dress like this
LEU

youll have an extra
SCT UCT",1
93186.png,"ae a et ae
TRYOUT EA Ba
rN ry Y) ky .

allah UES 2:

> Ze a p 0 17 7 3

nee) >

‘ » a A >. 5
re b> Za",1
93086.png,No text found.,1
93174.png,"| Th ad

S

  

4 |

Pe",1
93245.png,No text found.,1
93184.png,"this ismy watermelon.
x",1
93152.png,"F r, ~
fuellwasiexpensive <",1
93102.png,No text found.,1
93165.png,"|
aN",0
93172.png,No text found.,1
93251.png,No text found.,1
93187.png,"UST
CET TTY)

incineration
chambers

} a v ont

~
m

’",1
93246.png,No text found.,1
93215.png,"paper a sities payer beats rot
Ep

  

wre",1
93145.png,men a OCTIMAIS,1
93168.png,"she is going to be so
pissed off when she
finds out",1
93085.png,"WT TTF WT aCe UC
glow in,theldarkishoes",0
93128.png,"obama sucks. liberals are duml! conservitives are great.
jesus is lord. pro life. get ridjot illegals.

UTE E TRU OT UTES iss CEA devils work",0
93124.png,No text found.,1
93082.png,is that person?,1
93271.png,"TEL CAPT LS .
°

Pt oe

but hookers and coke dont make me sail either!",1
93147.png,replaced kitty litter with pop rocks,1
93084.png,"“= has ai orgasm...

oe :
x ea
ah y VX >

  
    

ROUT",1
93142.png,"er

“cuzwanna shoot some kids in it.",1
93216.png,when you have,0
93127.png,ackinower,0
